"email","start_date","address","region","phone_number","end_date"
"samer.skomp@aol.com","8/15/15","9211 Forest DR,Wilmington,NC,28405","south","(910)377-1346",""
"mlinfoot@gmail.com","12/21/13","36102 Fairview Avenue,Hibbing,MN,55746","midwest","(218)221-5897",""
"rockburn84@att.net","2/17/14","574 Delaware Avenue,Ferdinand,IN,47532","midwest","(812)331-3162",""
"facchina40@gmail.com","7/12/16","919 Primrose Lane,Nogales,AZ,85621","southwest","(520)296-2046",""
"rmojaddidi43@gmail.com","1/18/12","76414 1st Street,Mustang,OK,73064","southwest","(405)931-8100",""
"lorts94@yahoo.com","8/16/16","5826 Laurel Lane,Miami,FL,33190","south","(305)300-4541",""
"yspanfelner31@gmail.com","9/3/12","8436 Grant Avenue,Honolulu,HI,96826","west","(808)819-8188",""
"henry34@gmail.com","7/23/10","5755 Highland Drive,Wilmington,NC,28411","south","(910)851-2094",""
"sarazine32@gmail.com","","","","",""
"dils50@att.net","12/21/15","1072 Academy Street,Geneva,IL,60134","midwest","(630)827-2644",""
"schlehuber20@att.net","","","","",""
"wgobron79@gmail.com","12/14/14","7178 Jackson Street,Maplewood,NJ,07040","midatlantic","(973)533-3603","5/23/15"
"cfloryance28@att.net","10/15/12","236 Main Street West,Houston,TX,77089","southwest","(832)773-4539",""
"","","","","",""
"ceroli36@gmail.com","11/15/16","4445 5th Street North,Porter Ranch,CA,91326","west","(213)572-4949",""
"","","","","",""
"tburchardt@comcast.net","3/14/16","15137 Park Avenue,Annandale,NJ,08801","midatlantic","(908)856-1780",""
"sarah.shaarda70@gmail.com","8/11/15","9257 Cherry Street,Palmetto,GA,30268","south","(678)659-9380","9/18/15"
"facundus76@gmail.com","11/26/11","7719 Glenwood Avenue,Minneapolis,MN,55441","midwest","(612)357-1387","11/5/14"
"rmogard@att.net","8/26/13","1618 Ridge Road,Monroeville,PA,15146","midatlantic","(412)383-1822",""
"sheliah.carosi@comcast.net","7/1/15","591 Front Street North,Apache,OK,73006","southwest","(580)765-5248",""
"drusilla35@aol.com","3/27/16","379 1st Avenue,Lansing,MI,48910","midwest","(517)740-4052",""
"jfloberg@mac.com","","","","",""
"livio.royster49@att.net","9/10/12","41027 Oak Lane,Lyons,IL,60534","midwest","(773)860-6008",""
"dimitri.kaltner79@yahoo.com","2/24/14","9759 Woodland Avenue,Houston,TX,77065","southwest","(281)445-6985",""
"luba.rundquist@att.net","8/1/15","435 Warren Street,Indianapolis,IN,46224","midwest","(317)837-3994",""
"praful75@gmail.com","2/16/16","9735 7th Street East,Salvisa,KY,40372","south","(859)271-1462",""
"laddie.wondimu@aol.com","8/26/11","245 5th Street North,Mc Neil,AR,71752","south","(870)956-6380",""
"manck82@gmail.com","8/1/14","4810 6th Street West,Orland Park,IL,60467","midwest","(708)855-8430",""
"matsukawa57@gmail.com","1/27/16","4381 New Street,Indio,CA,92201","west","(760)404-4884",""
"helgans81@mac.com","12/3/13","7233 Spruce ST,Wichita,KS,67213","midwest","(316)368-7600",""
"aylor36@att.net","","","","",""
"gkarides86@aol.com","12/13/16","9228 Heather Lane,Honolulu,HI,96817","west","(808)987-7690",""
"rgasdia72@hotmail.com","12/3/14","2378 Oak Avenue,Worcester,MA,01604","northest","(508)390-4370",""
"daisy69@hotmail.com","4/30/12","8490 Meadow Lane,Buffalo,NY,14223","midatlantic","(716)875-2757",""
"jess63@aol.com","1/16/15","80008 Woodland Avenue,Matawan,NJ,07747","midatlantic","(732)236-6611",""
"bendis50@aol.com","9/29/14","6256 Church RD,Dearborn Heights,MI,48127","midwest","(313)932-5883",""
"jbobrov98@yahoo.com","1/4/12","5666 Winding Way,Redlands,CA,92373","west","(909)532-2834",""
"scheer51@yahoo.com","12/14/15","5134 College Street,Timberlake,NC,27583","south","(336)834-5500",""
"eleanore.jaglowski@gmail.com","8/20/12","3206 Main Street West,Ontario,CA,91762","west","(909)629-9270","6/9/14"
"denia.assar@gmail.com","8/13/15","908 Penn Street,Omaha,NE,68108","midwest","(402)931-2688",""
"loralyn.dare86@comcast.net","2/3/14","5830 Arch Street,Max Meadows,VA,24360","south","(276)800-5359",""
"kuhling48@gmail.com","10/28/16","284 Prospect Street,Miami,FL,33169","south","(305)654-4580",""
"wisker33@comcast.net","11/4/13","434 Vine ST,Burbank,CA,91505","west","(323)764-4186",""
"lgoller54@hotmail.com","2/6/12","838 Poplar Street,San Jose,,95116","west","(408)744-9972",""
"orlean.germain@att.net","8/6/13","2836 Front ST N,Conneaut Lake,PA,16316","midatlantic","(814)513-6811",""
"sostand31@att.net","10/31/16","4226 Durham Road,North Charleston,SC,29418","south","(843)529-4687",""
"racklin63@yahoo.com","2/23/14","4743 Delaware Avenue,Arlington,VA,22202","south","(202)572-2875",""
"cgareri28@att.net","11/9/15","9274 2nd ST E,Texarkana,TX,75503","southwest","(903)930-5179",""
"weickert70@yahoo.com","3/8/16","4781 Washington Avenue,San Diego,CA,92126","west","(858)250-3881",""
"","","","","",""
"kurley53@yahoo.com","12/17/13","7499 West Street,Phoenix,AZ,85021","southwest","(623)628-2488",""
"kiera78@hotmail.com","7/16/14","3987 Locust Lane,Forest Hills,NY,11375","midatlantic","(917)713-2866",""
"doretta19@gmail.com","12/3/12","8715 New Street,Mesa,AZ,85208","southwest","(602)938-9674","6/28/15"
"milly.dunkley@yahoo.com","11/20/15","4819 Cedar Street,North Tonawanda,NY,14120","midatlantic","(716)930-9275",""
"chimal36@yahoo.com","8/11/14","422 Brookside Drive,Sunnyvale,CA,94086","west","(510)608-9310",""
"","","","","",""
"","","","","",""
"elicia80@yahoo.com","7/22/13","9965 Main ST N,Anna,OH,45302","midwest","(937)430-1695",""
"perala40@att.net","1/5/13","3337 3rd Avenue,Jayess,MS,39641","south","(601)421-2145",""
"sharyn.bendickson@hotmail.com","12/29/15","62782 Jefferson Avenue,Winsted,CT,06098","northest","(860)762-8608",""
"","","","","",""
"nicolina70@yahoo.com","12/29/16","9617 Green Street,Sevierville,TN,37876","south","(865)804-7195",""
"antoinettem38@att.net","8/29/13","8542 3rd ST,Louisville,KY,40215","south","(502)610-4125",""
"hakman64@yahoo.com","8/4/14","1665 Riverside Drive,San Angelo,TX,76901","southwest","(325)664-8100",""
"veda60@hotmail.com","2/19/16","7187 Railroad Avenue,Hudson,FL,34669","south","(727)418-6861",""
"gatha.firstenberger@gmail.com","6/12/15","856 Hillside Avenue,Elbow Lake,MN,56531","midwest","(320)541-1811",""
"lynnea71@hotmail.com","9/26/15","45493 Delaware AVE,Thomaston,GA,30286","south","(706)691-4526",""
"heidenberger89@mac.com","9/30/16","2365 Academy Street,Oceanside,CA,92056","west","(760)267-4021",""
"laron.neou34@att.net","8/23/15","761 5th ST N,Kalamazoo,MI,49004","midwest","(269)264-1933",""
"","","","","",""
"orley.decarlis@mac.com","","","","",""
"jbeachman26@att.net","7/27/10","826 Grant AVE,Seattle,WA,98168","northwest","(206)549-5901",""
"alo83@gmail.com","12/30/13","1523 John ST,Clark,NJ,07066","midatlantic","(732)849-9319","2/21/15"
"ignatius.wangner28@gmail.com","3/19/12","7384 Elizabeth Street,Redwood City,CA,94061","west","(408)201-8527",""
"laurance83@gmail.com","11/30/12","1141 William ST,Shawano,WI,54166","midwest","(920)960-2189",""
"efryant@aol.com","11/25/16","7141 5th Street West,San Jose,CA,95127","west","(408)566-1639",""
"gerritt.cregan@gmail.com","7/15/13","58286 Myrtle Avenue,Molino,FL,32577","south","(850)764-4320",""
"myrtice.gorbunov@yahoo.com","1/9/15","476 Park Drive,Dorchester Center,MA,02124","northest","(617)768-3186",""
"cubbage26@yahoo.com","","","","",""
"stroia89@mac.com","11/17/16","2899 Pleasant Street,Philadelphia,PA,19106","midatlantic","(610)383-7356",""
"","","","","",""
"delouche17@gmail.com","2/12/16","5234 Harrison Street,Chesapeake,VA,23322","south","(757)682-9856",""
"reanna64@yahoo.com","8/21/13","466 John Street,Sebastian,FL,32976","south","(321)865-2489",""
"nello69@gmail.com","1/14/15","6772 River Road,Grosse Pointe,MI,48236","midwest","(313)717-9232",""
"heliodoro89@comcast.net","1/5/16","4154 Walnut Avenue,Flagstaff,AZ,86004","southwest","(602)537-7072",""
"mayola91@gmail.com","3/15/14","3513 Clinton ST,San Diego,CA,92113","west","(619)996-8264",""
"ruthie18@yahoo.com","2/17/16","124 Cedar Avenue,Breese,IL,62230","midwest","(618)249-9953",""
"","","","","",""
"janay.prestine31@gmail.com","8/2/16","8865 Valley RD,Salt Lake City,UT,84128","southwest","(801)673-1646",""
"daniela.deturck57@outlook.com","2/17/14","835 Riverside Drive,Friant,CA,93626","west","(559)527-9309",""
"gosman55@att.net","2/21/15","7357 Spruce Street,Toms River,NJ,08757","midatlantic","(732)241-2084","6/22/15"
"hideo53@gmail.com","10/24/12","500 Locust Street,Phenix City,AL,36869","south","(334)507-6597",""
"bettylou.loughren69@gmail.com","8/15/14","4386 Warren Street,Los Angeles,CA,90022","west","(626)554-4376",""
"ygadgil94@att.net","6/7/14","484 Franklin Street,South Amboy,NJ,08879","midatlantic","(973)930-6856",""
"shonta.bizzle45@aol.com","2/29/16","4372 9th ST,Milwaukee,WI,53221","midwest","(414)387-1215",""
"rosilyn.wormmeester@att.net","8/16/13","2184 Orange Street,San Diego,CA,92117","west","(858)628-1736","2/18/14"
"sylvie.staak@gmail.com","2/11/16","84245 Oak Street,Fenton,MI,48430","midwest","(248)367-4369",""
"nikki69@comcast.net","4/1/16","3715 3rd Street North,Newman,CA,95360","west","(209)961-4501",""
"cumiskey91@aol.com","4/28/12","239 5th Street,West Islip,NY,11795","midatlantic","(631)616-6682",""
"dfranz37@att.net","1/5/16","773 Spruce Street,Orlando,FL,32828","south","(407)739-8438",""
"wacholz95@aol.com","","","","",""
"morna99@aol.com","7/25/16","2508 Lake Street,Saint Petersburg,,33711","south","(727)872-7638",""
"charm.schark@yahoo.com","","","","",""
"parta97@att.net","1/24/14","93628 Henry Street,Grand Rapids,MN,55744","midwest","(218)633-7848",""
"merril28@gmail.com","6/12/15","14528 Lakeview DR,Memphis,TN,38114","south","(901)201-5096",""
"jereza63@aol.com","8/19/13","7958 Locust Street,Brookline,MA,02446","northest","(857)909-5344",""
"tushar.merolillo@yahoo.com","10/14/13","401 Highland Drive,Fredericksburg,IN,47120","midwest","(812)612-7331",""
"rebis20@att.net","10/18/16","1652 George Street,Bedford,TX,76021","southwest","(817)944-5792",""
"eleonor.confort@comcast.net","","","","",""
"verlan.capots@yahoo.com","","","","",""
"karen.boczon@gmail.com","","","","",""
"azimi60@att.net","8/6/14","3537 Washington ST,Beacon,NY,12508","midatlantic","(845)652-3707",""
"bindrup84@comcast.net","6/22/13","7542 East Street,Kellyton,AL,35089","south","(256)266-8765",""
"","","","","",""
"huan.trandem@att.net","8/26/13","8664 Warren ST,Toledo,OH,43615","midwest","(419)347-3162",""
"minta77@hotmail.com","8/11/15","2398 Liberty Street,Dublin,,94568","west","(510)374-8624",""
"mpaces@hotmail.com","12/31/12","5552 Cedar Street,Anaheim,CA,92801","west","(949)685-6973",""
"junia61@hotmail.com","1/2/15","35882 Chestnut Street,Santa Maria,CA,93455","west","(805)243-3821",""
"florin.lassise47@comcast.net","9/15/15","8343 Woodland Drive,Wickliffe,OH,44092","midwest","(440)883-2063","12/8/15"
"deana.ponist@comcast.net","12/30/14","4450 South ST,Mansfield,,44906","midwest","(419)881-5784",""
"dimacchia79@aol.com","10/21/15","846 North ST,Somerset,WI,54025","midwest","(715)774-3998",""
"september.qual91@att.net","2/16/16","5642 Walnut Avenue,Phoenix,AZ,85033","southwest","(623)480-5653",""
"ysabel34@att.net","6/6/14","8025 6th Street North,Bronx,NY,10454","midatlantic","(718)377-3058",""
"spyridon80@gmail.com","3/7/16","449 Vine Street,Iron Mountain,MI,49801","midwest","(906)971-5781",""
"abouwman@aol.com","9/21/15","179 Oak Lane,Elgin,IL,60120","midwest","(224)710-3519",""
"jhanegraaf25@yahoo.com","3/26/14","862 Cedar AVE,Bronx,NY,10463","midatlantic","(914)233-2206",""
"francine.kausar@yahoo.com","4/18/15","9628 Jefferson AVE,Bolingbrook,IL,60440","midwest","(815)957-8908","6/20/15"
"hennrich93@hotmail.com","1/6/15","34732 Maple AVE,West Haven,CT,06516","northest","(860)264-5116",""
"shie67@yahoo.com","11/30/15","41925 William Street,Taylor,MI,48180","midwest","(313)724-2151",""
"gandara83@aol.com","12/30/13","1890 Pennsylvania Avenue,Bolingbrook,IL,60440","midwest","(630)334-6363",""
"brij.rhineberger@att.net","10/17/16","4046 Smith ST,Denver,CO,80211","southwest","(720)691-2700","9/23/16"
"settar40@yahoo.com","11/4/14","8044 5th ST,Garden Grove,CA,92844","west","(714)380-4359",""
"howsley40@gmail.com","10/4/16","187 Cedar Lane,New London,WI,54961","midwest","(715)718-8173",""
"bzablosky90@yahoo.com","10/23/15","5855 Hill Street,Kirksville,MO,63501","midwest","(660)255-7707",""
"galarza20@att.net","7/22/15","66576 Forest Drive,Lockport,IL,60441","midwest","(815)634-9373",""
"kriste.freier@att.net","2/3/14","706 Linden ST,England,AR,72046","south","(501)654-9771",""
"esley19@outlook.com","8/22/15","6116 Walnut Avenue,Anderson,SC,29621","south","(864)297-6493",""
"betty-jean24@hotmail.com","10/31/13","1380 1st Street,Claremont,NC,28610","south","(828)504-2622",""
"atiga28@yahoo.com","10/1/12","918 New Street,Warner Robins,GA,31088","south","(478)875-7598",""
"nagaraja79@gmail.com","10/27/14","66206 Essex Court,Van Nuys,CA,91406","west","(805)316-7122",""
"","","","","",""
"waynette.olufs@att.net","","","","",""
"refugia.hyttinen78@gmail.com","2/4/11","9401 7th Street,Alameda,CA,94501","west","(510)799-4831",""
"jerrid60@att.net","5/14/12","6218 Cambridge CT,Clarence,IA,52216","midwest","(563)663-3272",""
"","","","","",""
"alphonzo52@att.net","","","","",""
"altgelt35@att.net","8/31/14","1551 Lilac Lane,Wellsville,PA,17365","midatlantic","(717)430-1038",""
"tawny.megargle85@mac.com","9/4/16","7154 Pearl ST,West Plains,MO,65775","midwest","(417)493-2054",""
"bradden98@att.net","3/22/16","301 High Street,Spring,TX,77386","southwest","(281)410-3993",""
"mpospischil84@att.net","4/24/12","3736 2nd Street West,Lexington,SC,29072","south","(803)429-9630",""
"babatunde.barcak@gmail.com","7/21/16","8431 Warren ST,Stillwater,,55082","midwest","(612)917-3321",""
"aweilbrenner37@mac.com","1/13/16","150 Green Street,Ortonville,MI,48462","midwest","(947)387-4702",""
"tery72@yahoo.com","12/28/13","4917 Monroe Street,Dallas,TX,75204","southwest","(214)947-6456",""
"tlabellarte@yahoo.com","9/22/14","4600 Adams ST,Austin,TX,78731","southwest","(512)262-8706","12/13/14"
"herminio.defiore@gmail.com","2/21/11","55897 Elm ST APT C,Farmingdale,NY,11735","midatlantic","(516)967-9071",""
"aldean25@gmail.com","","","","",""
"darien21@gmail.com","5/3/14","8372 New ST,Alstead,NH,03602","northest","(603)599-4349","3/11/15"
"khoma37@att.net","12/24/12","7959 Glenwood Avenue,Kansas City,KS,66101","midwest","(913)238-7585",""
"reglin33@att.net","12/27/14","39840 Circle DR,Cambridge,MA,02139","northest","(978)858-7487",""
"theadore.laufersweiler@gmail.com","5/4/16","716 1st Avenue,West Bloomfield,MI,48322","midwest","(248)959-1336",""
"kiran.kalous@att.net","11/12/16","515 13th Street,Chicago,IL,60625","midwest","(312)241-5479","5/8/16"
"lplantan24@att.net","12/2/14","637 Walnut Avenue,Jacksonville,FL,32225","south","(904)449-6194","12/25/14"
"angelito76@gmail.com","","","","",""
"","","","","",""
"onyejekwe63@yahoo.com","12/2/16","3968 Lincoln Street,Fayetteville,NC,28301","south","(919)205-9560",""
"khristine20@yahoo.com","10/21/11","892 Charles Street,Smyrna,GA,30080","south","(404)710-4792",""
"senthil.farquharson@att.net","8/21/14","518 Broad Street,Roseburg,OR,97470","northwest","(541)645-1657",""
"hortensia.ginkinger@att.net","11/27/15","9903 Locust Lane,Springdale,AR,72762","south","(479)971-7572",""
"moira.bracci@mac.com","12/9/14","3779 Cedar Street,Milford,PA,18337","midatlantic","(570)901-8276",""
"mia.lolis@att.net","8/23/14","88332 South ST,Slidell,LA,70458","south","(504)402-6851",""
"ubaldo.casanovas21@att.net","12/12/16","2003 Park Street,Hayti,MO,63851","midwest","(573)654-9177",""
"gnip46@mac.com","3/19/12","739 Mill Street,Wayland,MI,49348","midwest","(269)492-5345",""
"iantha83@aol.com","12/11/14","77240 Central Avenue,Arlington,TX,76013","southwest","(972)702-1737",""
"mgwynn@outlook.com","9/17/12","866 Front Street,Charleston,SC,29412","south","(843)432-2630",""
"glendon.lovingfoss@att.net","2/26/13","7023 Cambridge Drive,Brooklyn,NY,11218","midatlantic","(212)622-8655",""
"lbushard@yahoo.com","12/8/15","792 Market Street,Jacksonville,FL,32216","south","(904)960-1400",""
"bonita.warkel@yahoo.com","7/17/15","13729 North Street,Hinsdale,NH,03451","northest","(603)700-3407",""
"tollakson89@yahoo.com","10/21/16","681 10th Street,Mahopac,NY,10541","midatlantic","(914)350-4385",""
"altstadt88@mac.com","10/8/12","9581 Holly Drive,Houston,TX,77079","southwest","(281)686-9879",""
"jhockins@outlook.com","12/20/14","9090 4th ST,Brooklyn,NY,11234","midatlantic","(917)888-5301",""
"shiller96@att.net","2/12/10","3928 Forest Drive,Queensbury,NY,12804","midatlantic","(518)334-4658",""
"dessie53@aol.com","8/11/12","152 Summit Avenue,Dawsonville,GA,30534","south","(678)719-5522",""
"dziewior63@aol.com","7/23/15","6744 1st ST,Fair Bluff,NC,28439","south","(910)720-3575",""
"immanuel.giencke@gmail.com","7/26/16","5034 Bridge ST,Hanover Park,IL,60133","midwest","(847)960-4254",""
"maymon45@gmail.com","2/12/14","8719 Main Street,Downey,CA,90241","west","(562)991-9376",""
"caughenbaugh80@hotmail.com","8/29/15","430 7th Street,Duquesne,PA,15110","midatlantic","(724)635-7916",""
"caralee.stos@yahoo.com","","","","",""
"adam.baumbusch@gmail.com","","","","",""
"rringis@gmail.com","5/23/14","44360 Jefferson ST,Lawrenceville,GA,30043","south","(678)768-6010",""
"rosalene43@gmail.com","9/15/14","5592 George Street,Clinton,CT,06413","northest","(860)270-9055",""
"royden36@gmail.com","10/16/10","9143 Arch ST,Fall River,MA,02720","northest","(508)353-6247",""
"bonici36@att.net","8/12/15","70517 Highland Drive,Oberlin,OH,44074","midwest","(614)322-5865",""
"kristopherj19@gmail.com","2/6/12","7939 Jefferson AVE,Denver,CO,80214","southwest","(720)428-7437",""
"margit96@att.net","","","","",""
"haresh17@hotmail.com","10/5/16","3156 Church Street,Midland,TX,79707","southwest","(432)327-9690",""
"helzer52@hotmail.com","11/6/12","28771 Hamilton ST,Great Meadows,NJ,07838","midatlantic","(908)533-3887",""
"gari.lavins@yahoo.com","10/20/14","937 2nd Street West,San Francisco,CA,94118","west","(415)640-7528",""
"jlangebartels@gmail.com","9/11/13","9582 Franklin AVE,Little Silver,NJ,07739","midatlantic","(732)549-5598",""
"valton.caller78@gmail.com","12/10/13","318 Main Street,Brooklyn,MI,49230","midwest","(517)800-6120",""
"crete30@comcast.net","1/13/16","7167 Mill Street,Indianapolis,IN,46224","midwest","(317)884-3728",""
"alan.pomerville@gmail.com","","","","",""
"nfrankford@gmail.com","3/10/15","9447 Elizabeth ST,San Mateo,CA,94401","west","(650)253-5875","7/7/15"
"kammy98@gmail.com","8/15/13","4340 Broadway,Broken Arrow,OK,74014","southwest","(918)362-9237","1/2/14"
"basilio.camel@hotmail.com","11/1/13","358 New ST,Ypsilanti,MI,48198","midwest","(734)566-3390","3/20/14"
"ahmic50@gmail.com","4/2/12","3267 1st AVE,Oak Lawn,IL,60453","midwest","(312)762-5630",""
"","","","","",""
"clarisa.pair@gmail.com","10/14/13","870 Walnut Street,Eighty Four,PA,15330","midatlantic","(724)562-8865",""
"drosenthal@aol.com","9/23/14","3913 Windsor Court,Centralia,IL,62801","midwest","(618)603-3241",""
